experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size
MI,FT,Data Analyst,43064,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
SE,FT,Data Analyst,168400,0,M
SE,FT,Data Analyst,105200,0,M
SE,FT,Machine Learning Engineer,190000,0,M
SE,FT,Machine Learning Engineer,150000,0,M
MI,FT,Data Engineer,162500,0,M
MI,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,120000,0,M
SE,FT,Data Analyst,55368,100,M
SE,FT,Data Analyst,43064,100,M
SE,FT,Data Engineer,241000,0,M
SE,FT,Data Engineer,155000,0,M
SE,FT,Data Engineer,220000,100,M
SE,FT,Data Engineer,190000,100,M
MI,FT,Data Scientist,67672,0,M
MI,FT,Data Scientist,55368,0,M
EN,FT,Data Analyst,85000,100,M
EN,FT,Data Analyst,75000,100,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Engineer,140000,0,M
MI,FT,Machine Learning Engineer,300000,0,M
MI,FT,Machine Learning Engineer,250000,0,M
SE,FT,Data Scientist,228000,0,M
SE,FT,Data Scientist,186000,0,M
SE,FT,Data Scientist,190000,0,M
SE,FT,Data Scientist,170000,0,M
EX,FT,Data Engineer,220000,0,M
EX,FT,Data Engineer,205000,0,M
MI,FT,Data Engineer,180000,0,M
MI,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,200000,100,M
SE,FT,Data Engineer,150000,100,M
SE,FT,Machine Learning Engineer,247500,0,M
SE,FT,Machine Learning Engineer,172200,0,M
SE,FT,Data Scientist,224000,0,M
SE,FT,Data Scientist,176000,0,M
SE,FT,Data Analyst,120000,100,M
SE,FT,Data Analyst,75000,100,M
EN,FT,Data Engineer,17025,100,L
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,120000,0,M
SE,FT,Data Engineer,128000,0,M
SE,FT,Data Engineer,81500,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
SE,FT,Data Engineer,185000,0,M
SE,FT,Data Engineer,140000,0,M
SE,FT,Data Scientist,250000,0,M
SE,FT,Data Scientist,162500,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,100000,0,M
EX,FT,Data Engineer,145000,0,M
EX,FT,Data Engineer,115000,0,M
SE,FT,Data Scientist,203500,0,M
SE,FT,Data Scientist,152000,0,M
SE,FT,Data Scientist,239000,0,L
SE,FT,Data Scientist,122900,0,L
SE,FT,Data Scientist,237000,0,M
SE,FT,Data Scientist,145000,0,M
SE,FT,Data Scientist,88256,100,L
EN,FT,Data Engineer,85000,0,M
EN,FT,Data Engineer,65000,0,M
SE,FT,Data Analyst,135000,0,M
SE,FT,Data Analyst,105500,0,M
SE,FT,Data Analyst,80000,0,M
SE,FT,Data Analyst,70000,0,M
SE,FT,Data Engineer,220000,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,145000,100,M
SE,FT,Data Analyst,200000,0,M
SE,FT,Data Analyst,148500,0,M
SE,FT,Data Scientist,48585,0,M
SE,FT,Data Scientist,38868,0,M
SE,FT,Data Engineer,240500,0,L
SE,FT,Data Engineer,123700,0,L
EX,FT,Data Engineer,175000,0,M
EX,FT,Data Engineer,110000,0,M
SE,FT,Data Analyst,149500,100,M
SE,FT,Data Analyst,127075,100,M
SE,FT,Data Scientist,195000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Engineer,219535,100,M
SE,FT,Data Engineer,146115,100,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,135000,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,145000,100,M
SE,FT,Data Scientist,199000,0,M
SE,FT,Data Scientist,162000,0,M
SE,FT,Data Analyst,187000,0,M
SE,FT,Data Analyst,128000,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,100000,100,M
SE,FT,Data Engineer,179000,0,M
SE,FT,Data Engineer,109000,0,M
SE,FT,Data Scientist,245000,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Analyst,142000,100,M
SE,FT,Data Analyst,75000,100,M
SE,FT,Data Analyst,125000,100,M
SE,FT,Data Analyst,112000,100,M
SE,FT,Data Scientist,210000,0,M
SE,FT,Data Scientist,155000,0,M
SE,FT,Data Scientist,165000,0,M
SE,FT,Data Scientist,140000,0,M
SE,FT,Data Analyst,139000,0,M
SE,FT,Data Analyst,106000,0,M
EN,FT,Data Analyst,40747,0,L
MI,FT,Machine Learning Engineer,280700,100,M
MI,FT,Machine Learning Engineer,150450,100,M
EN,FT,Data Scientist,51861,100,L
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,120000,0,M
EN,FT,Data Scientist,130001,100,M
EN,FT,Data Scientist,71907,100,M
MI,FT,Data Scientist,93918,100,M
MI,FT,Data Scientist,51962,100,M
SE,FT,Data Analyst,175000,100,M
SE,FT,Data Analyst,135000,100,M
EN,FT,Data Engineer,85000,0,M
EN,FT,Data Engineer,65000,0,M
SE,FT,Machine Learning Engineer,257000,0,M
SE,FT,Machine Learning Engineer,147000,0,M
SE,FT,Data Engineer,222000,100,M
SE,FT,Data Engineer,175000,100,M
SE,FT,Data Scientist,203000,100,M
SE,FT,Data Scientist,133200,100,M
SE,FT,Data Engineer,221000,0,M
SE,FT,Data Engineer,147000,0,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Data Scientist,238000,100,M
SE,FT,Data Scientist,156000,100,M
SE,FT,Machine Learning Engineer,304000,100,M
SE,FT,Machine Learning Engineer,199000,100,M
SE,FT,Data Engineer,150000,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Scientist,140000,100,M
SE,FT,Data Scientist,110000,100,M
MI,FT,Data Analyst,90000,0,M
MI,FT,Data Analyst,75000,0,M
SE,FT,Data Engineer,240000,0,M
SE,FT,Data Engineer,183600,0,M
SE,FT,Data Engineer,250000,0,M
SE,FT,Data Engineer,150000,0,M
SE,FT,Machine Learning Engineer,289076,0,M
SE,FT,Machine Learning Engineer,202353,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,120000,0,M
SE,FT,Data Analyst,155000,0,M
SE,FT,Data Analyst,106000,0,M
SE,FT,Data Engineer,200000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Scientist,157750,100,M
SE,FT,Data Scientist,104650,100,M
MI,FT,Data Scientist,180000,100,M
MI,FT,Data Scientist,140000,100,M
EX,FT,Data Scientist,200000,0,M
EX,FT,Data Scientist,145000,0,M
SE,FT,Data Scientist,48585,0,M
SE,FT,Data Scientist,38868,0,M
EN,FT,Data Engineer,85000,0,M
EN,FT,Data Engineer,65000,0,M
MI,FT,Data Engineer,125000,0,M
MI,FT,Data Engineer,90000,0,M
SE,FT,Data Analyst,105000,100,M
SE,FT,Data Analyst,90000,100,M
SE,FT,Data Analyst,135000,0,M
SE,FT,Data Analyst,105500,0,M
SE,FT,Machine Learning Engineer,241000,0,M
SE,FT,Machine Learning Engineer,181000,0,M
SE,FT,Data Scientist,252000,0,M
SE,FT,Data Scientist,154000,0,M
SE,FT,Data Scientist,191765,0,M
SE,FT,Data Scientist,134236,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,145000,100,M
SE,FT,Data Scientist,237000,100,M
SE,FT,Data Scientist,145000,100,M
SE,FT,Data Analyst,80000,0,M
SE,FT,Data Analyst,70000,0,M
SE,FT,Data Engineer,146000,0,M
SE,FT,Data Engineer,75000,0,M
EN,FT,Data Analyst,64200,100,M
EN,FT,Data Analyst,56100,100,M
SE,FT,Machine Learning Engineer,170000,0,M
SE,FT,Machine Learning Engineer,130000,0,M
SE,FT,Data Analyst,208450,100,M
SE,FT,Data Analyst,170550,100,M
SE,FT,Machine Learning Engineer,125000,0,M
SE,FT,Machine Learning Engineer,100000,0,M
SE,FT,Data Scientist,200000,100,M
SE,FT,Data Scientist,170000,100,M
SE,FT,Data Scientist,171250,0,M
SE,FT,Data Scientist,113750,0,M
SE,FT,Data Analyst,153600,0,M
SE,FT,Data Analyst,100500,0,M
SE,FT,Machine Learning Engineer,115000,100,M
SE,FT,Machine Learning Engineer,95000,100,M
MI,FT,Data Analyst,182500,0,M
MI,FT,Data Analyst,121500,0,M
SE,FT,Data Engineer,203100,0,M
SE,FT,Data Engineer,114500,0,M
MI,FT,Data Analyst,73824,0,M
MI,FT,Data Analyst,55368,0,M
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
EN,FT,Data Engineer,92700,100,M
EN,FT,Data Engineer,61800,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Scientist,258000,0,M
SE,FT,Data Scientist,190000,0,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,135000,0,M
SE,FT,Data Scientist,195000,0,M
SE,FT,Data Scientist,160000,0,M
MI,FT,Data Engineer,146000,0,M
MI,FT,Data Engineer,75000,0,M
EN,FT,Data Engineer,59888,100,L
EX,FT,Data Engineer,286000,100,M
EX,FT,Data Engineer,207000,100,M
SE,FT,Data Analyst,100000,100,M
SE,FT,Data Analyst,80000,100,M
SE,FT,Data Engineer,223250,0,M
SE,FT,Data Engineer,178600,0,M
SE,FT,Data Scientist,297300,100,M
SE,FT,Data Scientist,198200,100,M
SE,FT,Data Scientist,200000,100,M
SE,FT,Data Scientist,170000,100,M
SE,FT,Data Scientist,317070,0,M
SE,FT,Data Scientist,170730,0,M
SE,FT,Data Engineer,128000,0,M
SE,FT,Data Engineer,81500,0,M
SE,FT,Data Engineer,171250,0,M
SE,FT,Data Engineer,113750,0,M
SE,FT,Data Engineer,165000,0,M
SE,FT,Data Engineer,132300,0,M
SE,FT,Data Scientist,225000,0,M
SE,FT,Data Scientist,175000,0,M
SE,FT,Data Engineer,230000,0,M
SE,FT,Data Engineer,124500,0,M
SE,FT,Machine Learning Engineer,247500,0,M
SE,FT,Machine Learning Engineer,172200,0,M
SE,FT,Data Analyst,175000,0,M
SE,FT,Data Analyst,145000,0,M
SE,FT,Data Analyst,148700,0,M
SE,FT,Data Analyst,125600,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
SE,FT,Data Analyst,185000,100,M
SE,FT,Data Analyst,120250,100,M
SE,FT,Data Scientist,275300,100,M
SE,FT,Data Scientist,183000,100,M
MI,FT,Machine Learning Engineer,135000,50,L
SE,FT,Machine Learning Engineer,216000,100,M
SE,FT,Machine Learning Engineer,184000,100,M
SE,FT,Data Engineer,180000,100,M
SE,FT,Data Engineer,165000,100,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,120000,0,M
MI,FT,Data Engineer,143865,0,M
MI,FT,Data Engineer,115092,0,M
MI,FT,Machine Learning Engineer,130000,0,M
MI,FT,Machine Learning Engineer,90000,0,M
SE,FT,Data Scientist,173000,100,M
SE,FT,Data Scientist,132000,100,M
SE,FT,Data Analyst,208049,0,M
SE,FT,Data Analyst,128500,0,M
SE,FT,Data Engineer,167500,0,M
SE,FT,Data Engineer,106500,0,M
SE,FT,Data Scientist,275300,100,M
SE,FT,Data Scientist,183500,100,M
MI,FT,Data Engineer,149600,0,M
MI,FT,Data Engineer,102000,0,M
EX,FT,Data Scientist,145000,0,M
EX,FT,Data Scientist,100000,0,M
SE,FT,Data Analyst,190000,100,M
SE,FT,Data Analyst,95000,100,M
SE,FT,Data Analyst,153600,0,M
SE,FT,Data Analyst,106800,0,M
MI,FT,Data Scientist,97171,0,M
MI,FT,Data Scientist,80976,0,M
MI,FT,Data Analyst,128000,0,M
MI,FT,Data Analyst,85000,0,M
MI,FT,Data Engineer,151000,0,M
MI,FT,Data Engineer,140000,0,M
SE,FT,Data Scientist,275300,100,M
SE,FT,Data Scientist,183500,100,M
SE,FT,Data Analyst,135000,0,M
SE,FT,Data Analyst,105500,0,M
SE,FT,Data Analyst,100000,100,M
SE,FT,Data Analyst,80000,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,145000,100,M
MI,FT,Data Analyst,154000,0,M
MI,FT,Data Analyst,143000,0,M
MI,FT,Data Scientist,79976,0,M
MI,FT,Data Scientist,51676,0,M
EN,FT,Data Scientist,190000,0,M
EN,FT,Data Scientist,120000,0,M
MI,FT,Data Scientist,86128,0,M
MI,FT,Data Scientist,51676,0,M
MI,FT,Data Scientist,110736,0,M
MI,FT,Data Scientist,73824,0,M
SE,FT,Data Engineer,150000,0,M
SE,FT,Data Engineer,111000,0,M
EX,FT,Data Engineer,265000,0,M
EX,FT,Data Engineer,235000,0,M
EN,FT,Data Scientist,122638,50,L
MI,FT,Data Scientist,73546,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,130000,100,M
MI,FT,Data Engineer,75000,100,M
MI,FT,Data Engineer,60400,100,M
EN,FT,Data Analyst,85000,100,M
EN,FT,Data Analyst,75000,100,M
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
EN,FT,Data Engineer,92700,100,M
EN,FT,Data Engineer,61800,100,M
MI,FT,Data Scientist,60462,100,M
MI,FT,Data Analyst,83500,100,M
MI,FT,Data Analyst,52500,100,M
SE,FT,Data Scientist,201036,0,M
SE,FT,Data Scientist,134024,0,M
SE,FT,Data Analyst,165000,100,M
SE,FT,Data Analyst,140000,100,M
EN,FT,Data Engineer,62000,100,M
EN,FT,Data Engineer,58000,100,M
SE,FT,Data Scientist,172000,0,M
SE,FT,Data Scientist,115000,0,M
EN,FT,Data Engineer,125000,0,M
EN,FT,Data Engineer,90000,0,M
SE,FT,Data Engineer,163800,0,M
SE,FT,Data Engineer,126000,0,M
SE,FT,Data Scientist,237000,100,M
SE,FT,Data Scientist,145000,100,M
MI,FT,Data Engineer,90000,100,M
MI,FT,Data Engineer,90000,100,M
SE,FT,Data Engineer,139500,0,M
SE,FT,Data Engineer,109400,0,M
SE,FT,Data Scientist,258000,0,M
SE,FT,Data Scientist,190000,0,M
MI,FT,Data Engineer,145000,0,M
MI,FT,Data Engineer,120000,0,M
SE,FT,Data Engineer,205600,0,L
SE,FT,Data Engineer,105700,0,L
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
SE,FT,Data Scientist,239748,0,M
SE,FT,Data Scientist,159832,0,M
SE,FT,Data Scientist,186300,100,M
SE,FT,Data Scientist,102500,100,M
SE,FT,Data Engineer,165000,0,M
SE,FT,Data Engineer,132300,0,M
SE,FT,Data Scientist,190000,0,M
SE,FT,Data Scientist,126000,0,M
SE,FT,Data Engineer,153600,100,M
SE,FT,Data Engineer,106800,100,M
SE,FT,Data Engineer,172600,100,M
SE,FT,Data Engineer,107900,100,M
SE,FT,Data Analyst,180180,0,M
SE,FT,Data Analyst,106020,0,M
SE,FT,Data Analyst,153600,0,M
SE,FT,Data Analyst,100500,0,M
SE,FT,Data Analyst,206500,100,M
SE,FT,Data Analyst,121600,100,M
SE,FT,Data Engineer,260000,0,M
SE,FT,Data Engineer,225000,0,M
EX,FT,Data Engineer,194500,0,M
EX,FT,Data Engineer,115500,0,M
EN,FT,Data Analyst,95000,100,M
EN,FT,Data Analyst,70000,100,M
SE,FT,Data Engineer,275000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Analyst,115934,100,M
SE,FT,Data Analyst,81666,100,M
SE,FT,Data Scientist,175000,0,M
SE,FT,Data Scientist,120000,0,M
SE,FT,Machine Learning Engineer,150000,100,M
SE,FT,Machine Learning Engineer,120000,100,M
MI,FT,Data Analyst,206000,0,M
MI,FT,Data Analyst,130000,0,M
SE,FT,Data Analyst,110000,100,M
SE,FT,Data Analyst,75000,100,M
MI,FT,Data Analyst,160000,0,M
MI,FT,Data Analyst,112000,0,M
MI,FT,Data Engineer,162500,0,M
MI,FT,Data Engineer,130000,0,M
MI,FT,Data Scientist,145000,0,M
MI,FT,Data Scientist,100000,0,M
SE,FT,Data Engineer,147100,0,M
SE,FT,Data Engineer,90700,0,M
EN,FT,Data Engineer,115100,0,M
EN,FT,Data Engineer,73900,0,M
SE,FT,Data Engineer,168400,0,M
SE,FT,Data Engineer,105200,0,M
SE,FT,Data Scientist,210000,0,M
SE,FT,Data Scientist,160000,0,M
MI,FT,Data Scientist,145000,0,M
MI,FT,Data Scientist,100000,0,M
MI,FT,Data Analyst,100000,0,M
MI,FT,Data Analyst,85000,0,M
MI,FT,Data Engineer,86128,100,M
MI,FT,Data Engineer,58444,100,M
EX,FT,Data Scientist,200000,0,M
EX,FT,Data Scientist,145000,0,M
MI,FT,Data Engineer,140000,0,M
MI,FT,Data Engineer,95000,0,M
SE,FT,Data Analyst,185000,100,M
SE,FT,Data Analyst,120250,100,M
SE,FT,Data Scientist,205000,0,M
SE,FT,Data Scientist,140000,0,M
SE,FT,Data Scientist,297300,100,M
SE,FT,Data Scientist,198200,100,M
SE,FT,Data Analyst,70000,0,M
SE,FT,Data Analyst,55000,0,M
MI,FT,Data Analyst,75000,100,M
MI,FT,Data Analyst,65000,100,M
SE,FT,Data Analyst,180180,0,M
SE,FT,Data Analyst,106020,0,M
MI,FT,Data Scientist,17025,100,L
MI,FT,Machine Learning Engineer,250000,0,M
MI,FT,Machine Learning Engineer,150000,0,M
SE,FT,Data Engineer,139500,0,M
SE,FT,Data Engineer,109400,0,M
SE,FT,Data Scientist,105000,0,M
SE,FT,Data Scientist,70000,0,M
EX,FT,Data Engineer,210914,100,M
EX,FT,Data Engineer,116704,100,M
SE,FT,Data Engineer,146000,0,M
SE,FT,Data Engineer,75000,0,M
EN,FT,Data Analyst,75000,100,M
EN,FT,Data Analyst,60000,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Analyst,169000,0,M
SE,FT,Data Analyst,110600,0,M
SE,FT,Machine Learning Engineer,139500,0,M
SE,FT,Machine Learning Engineer,109400,0,M
SE,FT,Data Engineer,276000,100,M
SE,FT,Data Engineer,178500,100,M
MI,FT,Data Scientist,59382,0,M
MI,FT,Data Scientist,48585,0,M
MI,FT,Data Engineer,75577,100,M
MI,FT,Data Engineer,48585,100,M
SE,FT,Machine Learning Engineer,198094,0,M
SE,FT,Machine Learning Engineer,102492,0,M
SE,FT,Data Engineer,138666,0,M
SE,FT,Data Engineer,102492,0,M
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
SE,FT,Data Engineer,163800,0,M
SE,FT,Data Engineer,126000,0,M
SE,FT,Machine Learning Engineer,247500,0,M
SE,FT,Machine Learning Engineer,172200,0,M
SE,FT,Data Scientist,239748,0,M
SE,FT,Data Scientist,159832,0,M
SE,FT,Machine Learning Engineer,163800,0,M
SE,FT,Machine Learning Engineer,126000,0,M
MI,FT,Data Scientist,128750,0,M
MI,FT,Data Scientist,106250,0,M
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
EX,FT,Data Engineer,167500,0,M
EX,FT,Data Engineer,106500,0,M
SE,FT,Data Analyst,250000,100,M
SE,FT,Data Analyst,138000,100,M
MI,FT,Data Analyst,130000,100,M
MI,FT,Data Analyst,100000,100,M
SE,FT,Data Engineer,140000,0,M
SE,FT,Data Engineer,120000,0,M
SE,FT,Data Engineer,153600,100,M
SE,FT,Data Engineer,106800,100,M
EN,FT,Data Engineer,125000,0,M
EN,FT,Data Engineer,90000,0,M
SE,FT,Data Analyst,127000,100,M
SE,FT,Data Analyst,94000,100,M
SE,FT,Data Scientist,210550,0,M
SE,FT,Data Scientist,153300,0,M
MI,FT,Data Scientist,200000,100,M
MI,FT,Data Scientist,150000,100,M
SE,FT,Data Analyst,161500,100,M
SE,FT,Data Analyst,119500,100,M
SE,FT,Data Analyst,175000,0,M
SE,FT,Data Analyst,145000,0,M
SE,FT,Data Scientist,175000,0,M
SE,FT,Data Scientist,148750,0,M
MI,FT,Data Engineer,72000,100,M
MI,FT,Data Engineer,60000,100,M
SE,FT,Machine Learning Engineer,153400,0,M
SE,FT,Machine Learning Engineer,122700,0,M
MI,FT,Data Engineer,260000,0,M
MI,FT,Data Engineer,175000,0,M
SE,FT,Data Scientist,186300,100,M
SE,FT,Data Scientist,123900,100,M
SE,FT,Machine Learning Engineer,153400,0,M
SE,FT,Machine Learning Engineer,122700,0,M
MI,FT,Data Engineer,250000,0,M
MI,FT,Data Engineer,175000,0,M
MI,FT,Data Scientist,64781,50,M
SE,FT,Data Analyst,185900,0,M
SE,FT,Data Analyst,121700,0,M
SE,FT,Data Analyst,153600,0,M
SE,FT,Data Analyst,106800,0,M
EN,FT,Data Analyst,100000,100,L
SE,FT,Machine Learning Engineer,247500,0,M
SE,FT,Machine Learning Engineer,172200,0,M
EX,FT,Data Engineer,310000,100,M
EX,FT,Data Engineer,239000,100,M
SE,FT,Data Analyst,125000,0,M
SE,FT,Data Analyst,110000,0,M
EN,FT,Data Analyst,150000,0,M
EN,FT,Data Analyst,100000,0,M
SE,FT,Data Scientist,149076,0,M
SE,FT,Data Scientist,82365,0,M
MI,FT,Data Engineer,146000,0,M
MI,FT,Data Engineer,75000,0,M
SE,FT,Machine Learning Engineer,139500,0,M
SE,FT,Machine Learning Engineer,109400,0,M
SE,FT,Data Engineer,139500,0,M
SE,FT,Data Engineer,109400,0,M
MI,FT,Data Engineer,149600,0,M
MI,FT,Data Engineer,102000,0,M
MI,FT,Data Analyst,98432,0,M
MI,FT,Data Analyst,49216,0,M
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
SE,FT,Data Analyst,95000,0,M
SE,FT,Data Analyst,85500,0,M
SE,FT,Data Analyst,185900,0,M
SE,FT,Data Analyst,121700,0,M
MI,FT,Data Engineer,145000,0,M
MI,FT,Data Engineer,125000,0,M
MI,FT,Data Scientist,150000,100,M
MI,FT,Data Scientist,97750,100,M
SE,FT,Data Scientist,201000,0,M
SE,FT,Data Scientist,122000,0,M
SE,FT,Data Engineer,252000,0,M
SE,FT,Data Engineer,129000,0,M
SE,FT,Data Analyst,120000,100,M
SE,FT,Data Analyst,75000,100,M
MI,FT,Data Scientist,116990,100,M
MI,FT,Data Scientist,82920,100,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Data Scientist,201000,0,M
SE,FT,Data Scientist,122000,0,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
SE,FT,Data Engineer,121500,100,M
SE,FT,Data Engineer,78000,100,M
MI,FT,Data Engineer,154000,0,M
MI,FT,Data Engineer,116000,0,M
SE,FT,Data Scientist,190000,0,M
SE,FT,Data Scientist,136000,0,M
MI,FT,Data Analyst,79976,100,M
MI,FT,Data Analyst,44356,100,M
SE,FT,Data Analyst,180000,0,M
SE,FT,Data Analyst,110000,0,M
SE,FT,Data Scientist,275300,100,M
SE,FT,Data Scientist,183000,100,M
SE,FT,Data Engineer,170000,0,M
SE,FT,Data Engineer,140000,0,M
SE,FT,Data Engineer,154000,0,M
SE,FT,Data Engineer,116000,0,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,130000,100,M
MI,FT,Data Engineer,200000,0,M
MI,FT,Data Engineer,120000,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,160000,100,M
MI,FT,Data Engineer,129192,0,M
MI,FT,Data Engineer,104584,0,M
SE,FT,Data Engineer,153600,0,M
SE,FT,Data Engineer,106800,0,M
EN,FT,Data Analyst,85000,100,M
EN,FT,Data Analyst,75000,100,M
SE,FT,Data Scientist,225000,0,M
SE,FT,Data Scientist,156400,0,M
SE,FT,Machine Learning Engineer,163800,0,M
SE,FT,Machine Learning Engineer,126000,0,M
SE,FT,Data Analyst,145000,100,M
SE,FT,Data Analyst,90000,100,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
SE,FT,Data Analyst,95000,0,M
SE,FT,Data Analyst,85500,0,M
SE,FT,Data Engineer,167500,0,M
SE,FT,Data Engineer,106500,0,M
SE,FT,Data Engineer,163800,0,M
SE,FT,Data Engineer,126000,0,M
SE,FT,Data Scientist,260000,0,M
SE,FT,Data Scientist,186000,0,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Scientist,48585,0,M
SE,FT,Data Scientist,38868,0,M
SE,FT,Data Scientist,150000,0,M
SE,FT,Data Scientist,120000,0,M
EN,FT,Data Analyst,30000,50,M
EN,PT,Data Analyst,34320,100,S
SE,FT,Data Analyst,175000,100,M
SE,FT,Data Analyst,130000,100,M
SE,FT,Data Analyst,122000,100,M
SE,FT,Data Analyst,93800,100,M
SE,FT,Data Analyst,165000,100,M
SE,FT,Data Analyst,112000,100,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
SE,FT,Data Analyst,15809,100,S
MI,FT,Machine Learning Engineer,200000,0,M
MI,FT,Machine Learning Engineer,175000,0,M
SE,FT,Data Engineer,185900,0,M
SE,FT,Data Engineer,129300,0,M
SE,FT,Data Analyst,185900,0,M
SE,FT,Data Analyst,121700,0,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
MI,FT,Data Scientist,40000,50,L
SE,FT,Data Analyst,180180,0,M
SE,FT,Data Analyst,106020,0,M
SE,FT,Data Scientist,136000,100,M
SE,FT,Data Scientist,104000,100,M
SE,FT,Data Analyst,125000,0,M
SE,FT,Data Analyst,110000,0,M
SE,FT,Machine Learning Engineer,153400,0,M
SE,FT,Machine Learning Engineer,122700,0,M
EX,FT,Data Engineer,310000,100,M
EX,FT,Data Engineer,239000,100,M
SE,FT,Data Analyst,152380,0,M
SE,FT,Data Analyst,121904,0,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Machine Learning Engineer,247500,0,M
SE,FT,Machine Learning Engineer,172200,0,M
SE,FT,Machine Learning Engineer,128280,0,M
SE,FT,Machine Learning Engineer,106900,0,M
MI,FT,Data Engineer,140000,0,M
MI,FT,Data Engineer,100000,0,M
SE,FT,Machine Learning Engineer,275000,0,M
SE,FT,Machine Learning Engineer,174000,0,M
SE,FT,Data Engineer,139500,0,M
SE,FT,Data Engineer,109400,0,M
SE,FT,Machine Learning Engineer,139500,0,M
SE,FT,Machine Learning Engineer,109400,0,M
SE,FT,Data Analyst,170500,100,M
SE,FT,Data Analyst,85000,100,M
SE,FT,Data Engineer,80000,0,M
SE,FT,Data Engineer,65000,0,M
SE,FT,Data Engineer,124740,0,M
SE,FT,Data Engineer,65488,0,M
SE,FT,Data Engineer,153600,0,M
SE,FT,Data Engineer,106800,0,M
SE,FT,Data Analyst,179975,100,M
SE,FT,Data Analyst,86466,100,M
SE,FT,Data Engineer,120000,0,M
SE,FT,Data Engineer,90000,0,M
SE,FT,Data Scientist,149076,0,M
SE,FT,Data Scientist,82365,0,M
SE,FT,Data Analyst,169000,0,M
SE,FT,Data Analyst,110600,0,M
SE,FT,Data Analyst,230000,0,M
SE,FT,Data Analyst,180000,0,M
SE,FT,Data Analyst,153600,0,M
SE,FT,Data Analyst,106800,0,M
SE,FT,Data Analyst,165000,100,M
SE,FT,Data Analyst,125000,100,M
SE,FT,Data Engineer,265000,0,M
SE,FT,Data Engineer,185000,0,M
EN,FT,Data Scientist,168000,100,M
SE,FT,Data Analyst,95000,0,M
SE,FT,Data Analyst,85500,0,M
SE,FT,Data Scientist,147100,0,M
SE,FT,Data Scientist,90700,0,M
